79914,BIO,370,01,"Advanced Cell Biology w/lab","Thu, Yee Mon",-5,12,4.00
80636,BIO,390,01,"Readings in Biology","Villarreal, Susan",18,18,2.00
80811,BIO,390,01,"Readings in Biology","Sandquist, Joshua C.",7,18,2.00
81221,BIO,397,01,"IP: Cancer Cell Viability","Bailey, Charvann",0,1,4.00
81281,BIO,499,01,"MAP: Molec Biol Plant Stress","DeRidder, Benjamin",0,1,4.00
81287,BIO,499,02,"MAP: Grassland Warming Exp","Graham, Andrew M",0,1,4.00
81305,BIO,499,03,"MAP: Plant Bioinformatics","DeRidder, Benjamin",0,1,4.00
81308,BIO,499,04,"MAP: Whote Genome Seq of Sups","Praitis, Vida",0,1,4.00
79904,CHI,102,01,"Beginning Chinese II","Tang, Qiaomei",11,25,5.00
81121,CHI,195,01,"ST: Mjr Thms Clsscl Chi Lyrcl","Tang, Qiaomei",18,25,4.00
81346,CHI,195P,01,"ST: Mjr Thms Clsscl Chi Lyrcl","Tang, Qiaomei",4,5,2.00
79912,CHI,222,01,"Intermediate Chinese II","Feng, Jin",4,18,4.00
79913,CHI,332,01,"Advanced Chinese II","Tang, Qiaomei",13,18,4.00
81217,CHI,387,01,"IR: JLPT Prep","Schimmel, Mariko Shigeta",1,1,2.00
81226,CHI,397,01,"IP: Hist Chinese Medicine","Feng, Jin",0,1,4.00
79915,CHI,498,01,"Readings in Chinese Literature","Feng, Jin",14,15,4.00
81303,CHI,499,01,"MAP: Interdep & Classical Chi","Tang, Qiaomei",0,1,4.00
79951,CHM,129,01,"General Chemistry w/lab","Ortiz, Corasi",0,24,4.00
79952,CHM,129,02,"General Chemistry w/lab","Kamunde-Devonish, Maisha",-3,24,4.00
79953,CHM,129,03,"General Chemistry w/lab","Battle, Cooper",-1,24,4.00
79956,CHM,210,01,"Inorgnc & Analytcl Chem w/lab","Mobley, Thomas Andrew",0,24,4.00
79957,CHM,210,02,"Inorgnc & Analytcl Chem w/lab","Ortiz, Corasi",-8,24,4.00
79959,CHM,222,01,"Organic Chemistry II w/lab","Battle, Cooper",-7,24,4.00
79960,CHM,222,02,"Organic Chemistry II w/lab","Swartz, James E",-8,24,4.00
79961,CHM,222,03,"Organic Chemistry II w/lab","Key, Hanna Martel",-5,24,4.00
81214,CHM,297,01,"GR: Metal Coord Ligand Synth","Kamunde-Devonish, Maisha",-1,1,2.00
81241,CHM,299,01,"DR: Enantioselectivity Assay","Key, Hanna Martel",0,1,2.00
79970,CHM,330,01,"Bioorganic Chemistry","Trimmer, Elizabeth E",4,12,4.00
80578,CHM,340,01,"Aquatic Geochemistry","Graham, Andrew M",0,12,4.00
79967,CHM,363,01,"Physical Chemistry I w/lab","Marzluff, Elaine M",6,24,4.00
79971,CHM,364,01,"Physical Chemistry II w/lab","Marzluff, Elaine M",6,12,4.00
81219,CHM,397,01,"IP: Scientific Glassblowing","Sharpe, Lee R",-5,1,2.00
81222,CHM,397,02,"IP: Comput Std Red Cyc Keton","Swartz, James E",0,1,2.00
81212,CHM,399,01,"DR: Mercury Cycling","Graham, Andrew M",0,1,4.00
79972,CHM,423,01,"Advanced Inorganic Chem w/lab","Kamunde-Devonish, Maisha",1,12,4.00
81250,CHM,499,01,"MAP: Nutrient Cycling at CERA","Graham, Andrew M",0,1,4.00
81251,CHM,499,02,"MAP: Analysis of Thiazole Der","Leggans, Erick K",0,1,2.00
81282,CHM,499,03,"MAP: Redox Ligand Coord Synth","Kamunde-Devonish, Maisha",0,1,4.00
81283,CHM,499,04,"MAP: MTHFR His273 Kinetics","Trimmer, Elizabeth E",0,1,4.00
81284,CHM,499,05,"MAP: Analysis of Triazole Der","Leggans, Erick K",0,1,4.00
81285,CHM,499,06,"MAP: Synthesis of Rylene Dyes","Battle, Cooper",0,1,2.00
81304,CHM,499,07,"MAP: Solvation of Imidazole","Hernandez, Heriberto",0,1,4.00
81306,CHM,499,08,"MAP: Spec and Comp of Elect","Hernandez, Heriberto",0,1,2.00
81309,CHM,499,09,"MAP: Tot Syn Bio Eva TXBN Der","Leggans, Erick K",0,1,2.00
81361,CHM,499,10,"MAP: Purif of sub-chalc","Sieck, Stephen R",0,1,2.00
81362,CHM,499,11,"MAP: NMR&Comp Study of Chalco","Sieck, Stephen R",0,1,4.00
80653,CLS,242,01,"Classical Mythology","Dixon, Dustin",3,25,4.00
79894,CLS,248,01,"Greek Archaeology & Art","Cummins, Monessa F",1,25,4.00
80682,CLS,395,01,"ST: Greek Ethical Thought","Cummins, W Joseph",5,15,4.00
81209,CLS,399,01,"DR: Crafty Dido: Her Laments","Cummins, W Joseph",0,1,4.00
80630,CSC,151,01,"Functional Prob Solving w/lab","Rebelsky, Samuel",-2,32,4.00
80631,CSC,151,02,"Functional Prob Solving w/lab","Klinge, Titus",0,32,4.00
80632,CSC,161,01,"Imperative Prblm Solvng w/lab","Walker, Henry M",-6,28,4.00
80633,CSC,161,02,"Imperative Prblm Solvng w/lab","Walker, Henry M",-6,28,4.00
79973,CSC,207,01,"OO Prob Slvg, Data Struc/Alg","Vostinar, Anya",-1,24,4.00
79974,CSC,207,02,"Algorithms & OO Design w/lab","Vostinar, Anya",28,28,4.00
79975,CSC,208,01,"Discrete Structures","Osera, Peter-Michael Santos",-3,20,4.00
79977,CSC,213,01,"Oper Sys/Paral Algor w/lab","Curtsinger, Charles Miskimen",-5,24,4.00
79978,CSC,213,02,"Oper Sys/Paral Algor w/lab","Curtsinger, Charles Miskimen",-3,24,4.00
79979,CSC,216,01,"Computer Networks w/lab","Osera, Peter-Michael Santos",4,24,2.00
79980,CSC,261,01,"Artificial Intelligence","Weinman, Jerod",0,24,4.00
81190,CSC,261,02,"Artificial Intelligence","Weinman, Jerod",8,24,4.00
81301,CSC,297,01,"GR: UI in Education Tech","Osera, Peter-Michael Santos",0,1,2.00
79981,CSC,301,01,"Analysis of Algorithms","Vostinar, Anya",1,20,4.00
81103,CSC,301,02,"Analysis of Algorithms","Vostinar, Anya",0,20,4.00
79982,CSC,312,01,"Programming Language Implmntn","Osera, Peter-Michael Santos",-1,24,2.00
81330,CSC,312P,01,"Progamming Language","Osera, Peter-Michael Santos",-1,1,2.00
79983,CSC,321,01,"SW Dev Principles & Practices","Rebelsky, Samuel",2,20,2.00
79984,CSC,322,01,"Team SW Dev for Community Org","Rebelsky, Samuel",-3,20,2.00
79985,CSC,341,01,"Auto, Frm Lng, Cmp Cmplxty","Klinge, Titus",0,20,4.00
81223,CSC,397,01,"IP: Quantum Compilers","Osera, Peter-Michael Santos",-1,1,2.00
81366,CSC,397,02,"IP: Smart Contract Verif","Osera, Peter-Michael Santos",0,1,4.00
81302,CSC,499,01,"MAP: Deep Learning for OCR","Weinman, Jerod",0,1,4.00
81122,EAS,195,01,"ST: Mjr Thms Clsscl Chi Lyrcl","Tang, Qiaomei",18,25,4.00
80710,EAS,295,01,"ST: Footsteps of Marco Polo","Shea, Eiren",13,20,4.00
80712,EAS,295,02,"ST: Gndr & Sxlty E Asian Art","Shea, Eiren",10,20,4.00
81132,EAS,295,03,"ST: Phonology: Japanese","Kojima, Chisato",11,25,4.00
81224,EAS,397,01,"IP: EAS Independent Research","Schimmel, Mariko Shigeta",0,1,4.00
81207,EAS,399,01,"DR: Chinese FDI & World Image","Mutti, John H",1,1,4.00
81208,EAS,399,01,"DR: Chinese FDI & World Image","Mutti, John H",0,1,4.00
79927,ECN,111,01,"Introduction to Economics","Karacaovali, Baybars",1,26,4.00
79928,ECN,111,02,"Introduction to Economics","Karacaovali, Baybars",0,26,4.00
79929,ECN,111,03,"Introduction to Economics","Chen, Haiyun",18,26,4.00
79930,ECN,111,04,"Introduction to Economics","Graham, Bradley",1,26,4.00
79931,ECN,111,05,"Introduction to Economics","Graham, Bradley",1,26,4.00
79853,ECN,226,01,"Economics of Innovation","Graham, Bradley",25,25,4.00
79932,ECN,228,01,"Intro to Managerial Economics","Montgomery, Mark",-1,25,4.00
79934,ECN,230,01,"Economic Development","McGavock, Tamara",1,25,4.00
79935,ECN,245,01,"Financial Economics","Staff",25,25,4.00
81092,ECN,250,01,"Public Finance","Chen, Haiyun",11,25,4.00
79936,ECN,280,01,"Microeconomic Analysis","McGavock, Tamara",3,25,4.00
79937,ECN,280,02,"Microeconomic Analysis","McGavock, Tamara",0,25,4.00
79938,ECN,282,01,"Macroeconomic Analysis","Chan, Man-Ching Stella",14,25,4.00
79939,ECN,286,01,"Econometrics","Lee, Logan",-3,20,4.00
79940,ECN,286,02,"Econometrics","Lee, Logan",-1,20,4.00
81183,ECN,295,01,"ST: Globalization & Trade Pol","Karacaovali, Baybars",8,25,4.00
79942,ECN,338,01,"Applied Game Theory","Chen, Haiyun",4,20,4.00
79943,ECN,369,01,"Sem in Environmental Econ","Brouhle, Keith R",0,12,4.00
81167,ECN,378,01,"Seminar in Law & Economics","Graham, Bradley",-1,12,4.00
80582,ECN,379,01,"Seminar in Econ of Crime","Lee, Logan",0,12,4.00
79868,ECN,380,01,"Seminar in Monetary Economics","Chan, Man-Ching Stella",0,12,4.00
81161,ECN,395,01,"ST: Advanced Econometrics","Montgomery, Mark",8,20,4.00
81299,ECN,499,01,"MAP: Corruption Experiment","McGavock, Tamara",0,1,4.00
79988,EDU,101,01,"Education Princ/Plural Society","Hastings, Alan",0,25,4.00
79987,EDU,101,02,"Education Princ/Plural Society","Hutchison, Paul",0,25,4.00
80506,EDU,150,01,"Teaching Writing","Carl, Janet A",12,25,2.00
81124,EDU,195,01,"ST: How Colleges Work","Robinson, Georgeanna W",0,20,2.00
79989,EDU,213,01,"Cltrl Politics Lang Teaching","Jakubiak, Cora",1,20,4.00
79990,EDU,215,01,"Reading & Writing Youth Cult","Jones, Stephanie",-1,25,4.00
79992,EDU,221,01,"Educational Psychology","Hutchison, Paul",-3,15,4.00
81126,EDU,295,01,"ST: Education Policy Politics","Hastings, Alan",7,20,4.00
81245,EDU,299,01,"DR: Native Am Soc St Lessons","Michaels, Deborah L",0,1,4.00
79993,EDU,340,01,"Res/Meth: Teaching Young Adult","Jones, Stephanie",4,12,4.00
79994,EDU,341,01,"Res/Meth: Learn Lang/Arts/Rdg","Jones, Stephanie",6,10,2.00
79995,EDU,342,01,"Res/Meth: Lrnng World Languges","Jakubiak, Cora",9,10,2.00
79996,EDU,343,01,"Res/Meth: Learn Social Studies","Hastings, Alan",9,10,2.00
79998,EDU,344,01,"Res/Meth: Learn Mathematics","Hutchison, Paul",9,10,2.00
79999,EDU,345,01,"Res/Meth: Learning in Science","Hutchison, Paul",9,10,2.00
81236,EDU,397,01,"IP: Literacy from Prison","Jones, Stephanie",0,1,4.00
81253,EDU,499,01,"MAP: Analysis of Afrocentric","Jones, Stephanie",0,1,4.00
81260,EDU,499,02,"MAP: CHI Int Exper US College","Jakubiak, Cora",0,1,4.00
81288,EDU,499,03,"MAP: Assess Equity in Science","Hutchison, Paul",0,1,2.00
81296,EDU,499,04,"MAP: Stdy Abroad & Ctzn Sbjct","Jakubiak, Cora",0,1,4.00
80045,ENG,120,01,"Literary Analysis","Andrews, Stephen R",7,20,4.00
80046,ENG,120,02,"Literary Analysis","Arner, Timothy D.",0,20,4.00
80557,ENG,120,03,"Literary Analysis","Moriah, Kristin",12,20,4.00
80707,ENG,120,04,"Literary Analysis","Jacobson, Carolyn",1,20,4.00
80047,ENG,120,04,"Literary Analysis","Kapila, Shuchi",20,20,4.00
80025,ENG,121,01,"Introduction to Shakespeare","Garrison, John",1,20,4.00
80048,ENG,204,01,"The Craft of Argument","Arner, Timothy D.",1,15,4.00
80028,ENG,205,01,"The Craft of Fiction","Smith, Paula V",2,15,4.00
80027,ENG,205,02,"The Craft of Fiction","Nutting, Alissa",0,15,4.00
80049,ENG,207,01,"Craft of Creative Nonfiction","Savarese, Ralph",3,15,4.00
79991,ENG,215,01,"Reading & Writing Youth Cult","Jones, Stephanie",-1,25,4.00
80050,ENG,224,01,"Tradition of English Lit II","Jacobson, Carolyn",0,25,4.00
80051,ENG,228,01,"American Lit Traditions II","Andrews, Stephen R",4,25,4.00
80052,ENG,232,01,"Traditions of Ethnic Am Lit","Phan, Hai-Dang D",25,25,4.00
80572,ENG,295,01,"ST: Lighting the Page","Simpson, Erik",4,20,4.00
81114,ENG,295,02,"ST: Cntmpry Irish Fiction","Hamilton, Hugo",10,15,1.00
81344,ENG,295,03,"ST: Citizen: Blk Wmn Sell Shd","Benjamin, Shanna",15,15,1.00
81213,ENG,297,01,"GR: The Lyric Essay","Savarese, Ralph",-2,1,2.00
80053,ENG,314,01,"Milton","Garrison, John",3,15,4.00
81334,ENG,314P,01,"Milton","Garrison, John",1,1,2.00
80054,ENG,325,01,"Studies in Ethnic Am Lit","Phan, Hai-Dang D",7,15,4.00
80055,ENG,329,01,"Studies African American Lit","Moriah, Kristin",9,15,4.00
80038,ENG,331,01,"Studies in American Prose II","Savarese, Ralph",2,15,4.00
80056,ENG,360,01,"Seminar in Postcolonial Lit","Kapila, Shuchi",8,15,4.00
80057,ENG,386,01,"Writing Seminar: Poetry","Phan, Hai-Dang D",5,15,4.00
80655,ENG,395,01,"ST: Screenwriting","Bakopoulos, Constantine",-3,12,4.00
81210,ENG,399,01,"DR: Renaissance Memory","Garrison, John",0,1,2.00
81252,ENG,499,01,"MAP: Arthur in the RobingRoom","Arner, Timothy D.",0,1,4.00
81286,ENG,499,02,"MAP: Authorial Passing","Andrews, Stephen R",0,1,4.00
81322,ENG,499,03,"MAP: Beat Women's Literature","Andrews, Stephen R",0,1,4.00
79921,ENV,251,01,"Water, Dvlpmnt & the Envirnmnt","Jacobson, Peter J",-1,24,4.00
80534,FRN,102,01,"Introduction to French II","Moisan, Claire",18,24,5.00
80535,FRN,102,02,"Introduction to French II","Grandener, Candice",17,24,5.00
80542,FRN,201,01,"French Speaking","Grandener, Candice",7,10,1.00
80536,FRN,221,01,"Intermediate French I","Moisan, Philippe J",3,15,4.00
80537,FRN,222,01,"Intermediate French II","Ireland, Susan E",10,15,4.00
80538,FRN,222,02,"Intermediate French II","Caradec, Gwenola",11,15,4.00
80539,FRN,302,01,"Phonetics & Adv Oral Expr","Moisan, Philippe J",7,15,2.00
80626,FRN,305,01,"Contmp Francophone Culture","Caradec, Gwenola",3,15,4.00
80540,FRN,312,01,"Frn Lit Frm Knights/Libertines","Harrison, David",1,15,4.00
80541,FRN,346,01,"Francophone Caribbean Wrld","Caradec, Gwenola",2,15,4.00
80645,FRN,350,01,"Adv Tpcs in Lit & Civilization","Ireland, Susan E",5,12,4.00
81289,FRN,499,01,"MAP: Quatre-vingt-treize","Moisan, Philippe J",0,1,4.00
79874,GDS,111,01,"Intro to Global Dev Studies","Roper, Jackson Montgomery",0,30,4.00
79918,GDS,251,01,"Water, Dvlpmnt & the Envirnmnt","Jacobson, Peter J",-1,24,4.00
80706,GEN,195,01,"ST: Scholar's Seminar","Backous, Belinda S",20,25,1.00
81159,GEN,195,02,"ST: First Year Experience","Gilbert, Adam",15,20,1.00
81156,GLS,195,01,"ST: Mjr Thms Clsscl Chi Lyrcl","Tang, Qiaomei",18,25,4.00
80497,GLS,202,01,"Dramatic Literature II","Mease, Cornelia Ellen",17,20,4.00
80654,GLS,242,01,"Classical Mythology","Dixon, Dustin",3,25,4.00
80965,GLS,251,01,"Children's & Young Adult Lit","Herold, Kelly K",3,25,4.00
80437,GLS,251,01,"Children's & Young Adult Lit","Herold, Kelly K",25,25,4.00
80435,GLS,281,01,"Major Russ Writers: Dostoevsky","Armstrong, Todd Patrick",8,25,4.00
80568,GLS,304,01,"Ibsen/Strindberg/Chekhov","Mease, Cornelia Ellen",15,20,4.00
80649,GRE,222,01,"Intermediate Greek","Dixon, Dustin",7,15,5.00
80651,GRE,303,01,"Greek Drama","Dixon, Dustin",13,15,4.00
80310,GRM,102,01,"Continuing German","Byrd, Vance L",11,20,5.00
80311,GRM,102,02,"Continuing German","Byrd, Vance L",9,20,5.00
80317,GRM,121,01,"Accelerated German","Byrd, Vance L",20,20,5.00
80318,GRM,212,01,"German Conversation","Lewin, Jakob",11,15,1.00
80319,GRM,222,01,"Intermediate German II","Samper Vendrell, Javier",10,20,4.00
80320,GRM,222,02,"Intermediate German II","Gueneli, Berna",20,20,4.00
80602,GRM,295,01,"ST: Print Matters","Byrd, Vance L",0,15,4.00
80608,GRM,295,02,"ST: Race, Gender, & Sexuality","Samper Vendrell, Javier",10,20,4.00
80321,GRM,303,01,"Core Sem II:Idnty War & Recon","Reynolds, Daniel P",9,15,4.00
80323,GRM,372,01,"Recent Trends in German Lit","Yelin, Barbara",10,15,1.00
80337,GRM,495,01,"Advanced Sem in German Studies","Reynolds, Daniel P",6,15,4.00
80370,GWS,111,01,"Intro Gndr, Wmn's & Sxlty Stud","Koch-Rein, Anson",6,25,4.00
80371,GWS,111,02,"Intro Gndr, Wmn's & Sxlty Stud","Allen, Leah",-2,25,4.00
80963,GWS,295,01,"ST: Dogs, Identities, & Cltr","Koch-Rein, Anson",14,25,4.00
80720,GWS,395,01,"ST: Masculinity & Amer Lit","Allen, Leah",3,15,4.00
80964,GWS,395,02,"ST: Queering Race, Rcng Queer","Vitulli, Elias",8,15,4.00
81235,GWS,397,01,"IP: Blk Gndr, Sex, & Pop Cul","Johnson, Lakesia",0,1,4.00
80378,GWS,495,01,"Bad Feminists, Bad Critics","Allen, Leah",4,15,4.00
80379,GWS,495,02,"Bad Feminists, Bad Critics","Staff",15,15,4.00
80372,HIS,100,01,"Spanish Conquest of America","Silva, J Pablo",10,25,4.00
80375,HIS,100,02,"Rise & Fall New World Slavery","Lacson, Paul Albert",6,25,4.00
80376,HIS,201,01,"Colonial Latin America","Silva, J Pablo",14,25,4.00
80377,HIS,214,01,"Amer Civil War/Reconstruction","Purcell, Sarah J",-1,25,4.00
81194,HIS,214,02,"Amer Civil War/Reconstruction","Purcell, Sarah J",12,25,4.00
80380,HIS,223,01,"Hlth & Medicine American Hist","Lewis, Carolyn Herbst",1,25,4.00
80584,HIS,224,01,"Sex in American History","Lewis, Carolyn Herbst",1,25,4.00
80381,HIS,227,01,"African American History","Lacson, Paul Albert",8,25,4.00
80382,HIS,233,01,"Renaissance, Rfrmtns, Explrtns","Chou, Catherine",3,25,4.00
80383,HIS,242,01,"Rise & Fall of Soviet Union","Cohn, Edward D",0,25,4.00
80600,HIS,295,01,"ST: Dig Methods Histrcl Stds","Purcell, Sarah J",20,20,4.00
80609,HIS,295,02,"ST: Race, Gender, & Sexuality","Samper Vendrell, Javier",10,20,4.00
80657,HIS,295,03,"ST: Whn the Wrld Became Globl","Chou, Catherine",2,25,4.00
80681,HIS,295,04,"ST: Islamic Empires","Saba, Elias",2,25,4.00
81215,HIS,297,01,"GR: Digital History & Slavery","Purcell, Sarah J",-1,1,2.00
81370,HIS,297,02,"GR: The McCarthy Front","Prevost, Elizabeth",0,1,2.00
80384,HIS,309,01,"Latin America and the U.S.","Silva, J Pablo",9,12,4.00
80385,HIS,325,01,"American Indian Reservations","Lacson, Paul Albert",-1,12,4.00
80639,HIS,330,01,"Pol of Food/Early-Mod England","Chou, Catherine",5,12,4.00
80386,HIS,334,01,"Decolonization","Prevost, Elizabeth",0,12,4.00
80389,HIS,382,01,"Modern Classics Hstrcl Wrtng","Cohn, Edward D",1,12,4.00
81371,HIS,397,01,"IP: 20th Century Chile","Silva, J Pablo",0,1,4.00
81246,HIS,499,01,"MAP: Dig Hum Obit Analysis","Purcell, Sarah J",0,1,2.00
81262,HIS,499,02,"MAP: Grinnell Arch History","Drake, George A",0,1,2.00
81268,HIS,499,03,"MAP: Dig History and Slavery","Purcell, Sarah J",0,1,2.00
81290,HIS,499,04,"MAP: Activism in Guatemala","Silva, J Pablo",0,1,2.00
80987,HUM,101,01,"Hum I: Ancient Greek World","Cummins, Monessa F",3,20,4.00
80498,HUM,140,01,"Medvl & Ren Culture: 1100-1650","Mease, Cornelia Ellen",11,20,4.00
80058,HUM,185,01,"Film Analysis, Theory & Crtcsm","Geller, Theresa",20,20,4.00
